"name","min_players","max_players","play_time","min_age","users_rated","rating_average","bgg_rank","complexity_average","mechanics","domains","game_age","Stars"
"Munchkin Booty",3,6,90,10,2007,6.23,3352,1.95,"Dice Rolling, Take That, Trading, Variable Player Powers","Thematic Games",14,"4"
"Unspeakable Words",2,6,30,10,1479,6.23,3353,1.32,"Dice Rolling, Hand Management, Player Elimination, Push Your Luck","Family Games, Party Games",15,"4"
"Horizons",2,5,75,14,565,6.85,3354,2.63,"Area Majority , Influence, Modular Board, Tile Placement","Basic",4,"4"
"Too Many Cooks",2,5,30,10,1071,6.34,3355,1.4,"Hand Management, Set Collection, Trick-taking","Family Games",20,"4"
"I Go!",2,4,30,8,995,6.4,3356,1.48,"Card Drafting, Hand Management, Pattern Building, Set Collection","Family Games",19,"4"
"Maskmen",2,6,20,9,691,6.63,3357,1.57,"Ladder Climbing, Trick-taking","Basic",8,"4"
"Siam",2,2,15,8,612,6.71,3358,2.19,"Grid Movement","Abstract Games",17,"4"
"Fort Sumter: The Secession Crisis, 1860-61",2,2,40,10,682,6.64,3359,1.83,"Action,Event, Area Majority , Influence, Campaign , Battle Card Driven, Hand Management, Scenario , Mission , Campaign Game, Simulation","Wargames",4,"4"
"Candamir: The First Settlers",2,4,60,12,1821,6.17,3360,2.24,"Action Points, Grid Movement, Set Collection, Trading, Variable Player Powers","Family Games",18,"4"
"Dungeoneer: Vault of the Fiends",2,4,30,12,1274,6.3,3361,2.23,"Action Points, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers","Thematic Games",19,"4"
"Run Fight or Die: Reloaded",1,4,40,10,385,7.25,3362,1.89,"Dice Rolling, Push Your Luck, Re-rolling and Locking, Solo , Solitaire Game, Variable Player Powers","Basic",3,"4"
"AT-43 Initiation Set: Operation Damocles",2,2,60,12,539,6.97,3363,2.83,"Action Points, Dice Rolling, Line of Sight","Wargames",16,"4"
"Rage",2,10,45,8,1677,6.19,3364,1.47,"Hand Management, Trick-taking","Family Games",39,"4"
"Exit: The Game - The Stormy Flight",1,4,120,12,480,6.97,3365,1.86,"Cooperative Game","Basic",3,"4"
"Hex",2,2,20,8,700,6.7,3366,2.78,"Hexagon Grid, Network and Route Building","Abstract Games",80,"4"
"Assault on Hoth: The Empire Strikes Back",2,2,90,12,501,6.97,3367,2.21,"Campaign , Battle Card Driven, Dice Rolling, Events, Grid Movement, Hexagon Grid, Simulation","Thematic Games, Wargames",34,"4"
"Henchmania",2,5,60,12,562,6.91,3368,2,"Area Majority , Influence, Deck Bag and Pool Building, Dice Rolling","Basic",6,"4"
"Pocket Battles: Elves vs. Orcs",2,2,20,8,814,6.54,3369,2.06,"Dice Rolling","Wargames",12,"4"
"Shadows of Kilforth: A Fantasy Quest Game",1,4,180,13,274,8.13,3370,3.29,"Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo , Solitaire Game, Variable Player Powers","Basic",3,"5"
"Cosmic Run",1,4,30,8,414,7.14,3371,1.5,"Dice Rolling, Push Your Luck","Basic",7,"4"
"Caribbean",2,4,30,8,1493,6.21,3372,1.75,"Action Queue, Area Movement, Auction,Bidding, Pick-up and Deliver, Simultaneous Action Selection","Family Games",18,"4"
"Haleakala",2,2,40,12,639,6.67,3373,2.41,"Area Majority , Influence, Hand Management","Basic",7,"4"
"UGO!",2,4,40,10,681,6.6,3374,1.63,"Hand Management, Trick-taking","Family Games",9,"4"
"Terrible Swift Sword: Battle of Gettysburg Game",2,6,4200,12,368,7.44,3375,4.15,"Dice Rolling, Hexagon Grid, Ratio , Combat Results Table, Zone of Control","Wargames",46,"4"
"Sultaniya",2,4,45,8,761,6.55,3376,2,"Pattern Building, Set Collection, Tile Placement","Family Games",8,"4"
"Temporum",2,5,35,13,1002,6.38,3377,2.14,"Area Majority , Influence, Hand Management, Modular Board, Point to Point Movement","Strategy Games",8,"4"
"Biblios Dice",2,5,30,8,524,6.83,3378,1.68,"Auction,Bidding, Constrained Bidding, Dice Rolling, Push Your Luck","Basic",7,"4"
"Century: Golem Edition - An Endless World",2,4,45,8,256,7.92,3379,1.9,"Action Retrieval, Contracts, Increase Value of Unchosen Resources, Set Collection, Tile Placement, Worker Placement","Basic",2,"4"
"Super Fantasy: Ugly Snouts Assault",1,6,90,8,549,6.83,3380,2.42,"Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers","Thematic Games",9,"4"
"WarCraft: The Board Game",2,4,120,12,2579,6.12,3381,2.76,"Dice Rolling, Modular Board, Team-Based Game, Variable Player Powers","Thematic Games, Wargames",19,"4"
"Reiner Knizia's Decathlon",1,4,45,10,1178,6.3,3382,1.2,"Dice Rolling, Push Your Luck","Family Games",19,"4"
"Stalingrad '42: Southern Russia, June-December, 1942",1,4,480,12,226,8.57,3383,3.64,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio , Combat Results Table, Simulation, Zone of Control","Wargames",3,"5"
"The Extraordinary Adventures of Baron Munchausen",3,20,45,10,365,7.28,3384,1.48,"Auction,Bidding, Role Playing, Storytelling","Party Games, Thematic Games",24,"4"
"Allegiance: A Realm Divided",2,4,60,10,302,8.04,3385,2.95,"Action Points, Hand Management, Variable Player Powers","Strategy Games",7,"5"
"Empires of the Middle Ages",1,6,360,14,423,7.16,3386,3.58,"Voting","Strategy Games, Wargames",42,"4"
"California",2,5,60,8,1374,6.23,3387,1.8,"Set Collection, Tile Placement","Family Games",16,"4"
"Die Kutschfahrt zur Teufelsburg",3,10,30,12,722,6.58,3388,2.07,"Hand Management","Party Games, Strategy Games",16,"4"
"Martian Rails",2,6,180,12,387,7.23,3389,3.18,"Commodity Speculation, Crayon Rail System, Line Drawing, Network and Route Building, Pick-up and Deliver","Strategy Games",13,"4"
"Twilight Imperium: Second Edition",2,6,240,12,525,6.91,3390,3.51,"Dice Rolling, Hexagon Grid, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting","Thematic Games",22,"4"
"Town Builder: Coevorden",1,4,60,12,409,7.16,3391,2,"Card Drafting, Solo , Solitaire Game","Basic",3,"4"
"Crimson Company",1,4,45,0,412,7.41,3392,2.26,"Auction,Bidding, Card Drafting","Strategy Games",3,"4"
"Kariba",2,4,15,6,527,6.86,3393,1.05,"Hand Management","Family Games",12,"4"
"Cthulhu Fluxx",2,6,30,8,2927,6.1,3394,1.49,"Hand Management, Set Collection","Party Games",10,"4"
"Quiddler",1,8,30,8,3117,6.07,3395,1.43,"Hand Management, Set Collection","Family Games",24,"4"
"Honga",2,5,45,8,452,7.02,3396,1.86,"Action Points, Set Collection, Tile Placement, Worker Placement","Basic",4,"4"
"Brikks",1,4,30,8,876,6.43,3397,1.65,"Grid Coverage, Paper-and-Pencil, Pattern Building, Tile Placement","Basic",4,"4"
"Half Truth",2,6,45,12,389,7.26,3398,1.25,"Not mentioned","Party Games",2,"4"
"Dungeons & Dragons Starter Set",2,6,60,12,332,7.61,3399,2.65,"Dice Rolling, Role Playing","Basic",14,"4"
"5211",2,5,30,8,856,6.46,3400,1.17,"Hand Management, Pattern Recognition, Set Collection","Basic",3,"4"
"Florenza: The Card Game",2,4,60,14,517,6.84,3401,2.52,"Hand Management, Set Collection","Basic",9,"4"
"TIME Stories Revolution: The Hadal Project",1,4,180,12,380,7.25,3402,2.83,"Cooperative Game, Storytelling, Variable Player Powers","Basic",2,"4"
"Orient Express",1,6,60,12,669,6.68,3403,2.25,"Area Movement, Deduction, Dice Rolling, Events, Paper-and-Pencil, Race, Roll , Spin and Move, Track Movement, Variable Player Powers","Strategy Games, Thematic Games",37,"4"
"Master Thieves",2,8,60,10,737,6.54,3404,2.34,"Memory, Simultaneous Action Selection, Variable Player Powers","Party Games",18,"4"
"Martians: A Story of Civilization",1,4,120,14,851,6.52,3405,3.72,"Action Points, Cooperative Game, Solo , Solitaire Game, Team-Based Game, Variable Player Powers, Worker Placement","Strategy Games",6,"4"
"Junk Orbit",2,5,40,10,463,7.02,3406,1.56,"Pick-up and Deliver, Point to Point Movement, Variable Player Powers","Strategy Games",4,"4"
"Australian Rails",2,6,240,10,513,6.95,3407,2.65,"Crayon Rail System, Network and Route Building, Pick-up and Deliver","Strategy Games",28,"4"
"Unlock!: Escape Adventures - Fifth Avenue",1,6,30,10,517,6.81,3408,1.55,"Cooperative Game, Storytelling","Basic",5,"4"
"Igloo Pop",2,6,20,7,1210,6.25,3409,1.09,"Betting and Bluffing, Simultaneous Action Selection","Children's Games, Family Games",19,"4"
"Secrets of the Lost Tomb",1,6,120,13,488,7.34,3410,3.26,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Tile Placement, Variable Player Powers","Thematic Games",7,"4"
"Specter Ops: Broken Covenant",2,5,90,14,276,7.68,3411,2.67,"Dice Rolling, Grid Movement, Hidden Movement, Point to Point Movement, Secret Unit Deployment, Square Grid, Team-Based Game, Variable Player Powers","Basic",4,"4"
"Pow Wow",3,8,30,9,659,6.62,3412,1.15,"Not mentioned","Family Games, Party Games",16,"4"
"Nicht die Bohne!",3,6,45,10,1019,6.34,3413,1.36,"Simultaneous Action Selection, Trading","Family Games",23,"4"
"Midway",2,2,120,12,831,6.6,3414,2.44,"Dice Rolling, Grid Movement, Hidden Movement, Movement Points, Paper-and-Pencil, Ratio , Combat Results Table, Secret Unit Deployment, Simulation, Square Grid","Wargames",58,"4"
"Brawl",2,7,15,10,1151,6.35,3415,1.37,"Real-Time, Variable Player Powers","Family Games, Thematic Games",23,"4"
"Rory's Story Cubes: Actions",1,12,20,6,937,6.41,3416,1.19,"Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling","Family Games",15,"4"
"Kaigan",3,4,90,12,446,6.95,3417,2.94,"Action Points, Area Majority , Influence, Hand Management","Strategy Games",13,"4"
"Anno 1503",2,4,90,10,1284,6.27,3418,2.35,"Tile Placement","Family Games, Strategy Games",19,"4"
"Vs System 2PCG: The Marvel Battles",2,2,30,12,554,6.98,3419,2.38,"Hand Management, Variable Player Powers","Customizable Games",7,"4"
"Target for Today",1,1,90,12,325,8.02,3420,3.43,"Action Queue, Dice Rolling, Simulation, Solo , Solitaire Game","Wargames",5,"5"
"Huns",2,4,45,14,564,6.89,3421,2.19,"Card Drafting, Dice Rolling","Basic",4,"4"
"Sumeria",3,4,60,10,730,6.57,3422,2.26,"Area Majority , Influence, Point to Point Movement, Set Collection","Strategy Games",13,"4"
"10' to Kill",2,4,15,12,1199,6.28,3423,1.67,"Action Queue, Memory, Modular Board, Player Elimination, Secret Unit Deployment","Family Games, Party Games",7,"4"
"Mijnlieff",2,2,10,6,438,7.18,3424,1.71,"Modular Board, Pattern Building","Abstract Games",12,"4"
"Bubblee Pop",1,2,20,8,1014,6.39,3425,1.5,"Pattern Building","Abstract Games, Family Games",6,"4"
"Grog Island",2,4,75,10,694,6.59,3426,2.2,"Auction,Bidding, Dice Rolling, Set Collection, Trading","Strategy Games",8,"4"
"Flowerpower",1,2,30,8,701,6.56,3427,1.48,"Area Majority , Influence, Tile Placement","Abstract Games, Family Games",21,"4"
"Brook City",1,4,120,13,345,7.5,3428,3.06,"Cooperative Game, Dice Rolling, Variable Player Powers","Basic",3,"4"
"Christmas Tree",2,4,45,10,381,7.22,3429,2.2,"Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement","Family Games",5,"4"
"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",1,2,960,12,256,8.13,3430,3.94,"Dice Rolling, Hexagon Grid","Wargames",6,"5"
"Freedom in the Galaxy: The Star Rebellions, 5764 AD",2,2,120,12,656,6.71,3431,3.94,"Action,Event, Area Movement, Ratio , Combat Results Table, Roles with Asymmetric Information, Scenario , Mission , Campaign Game, Secret Unit Deployment","Thematic Games, Wargames",43,"4"
"CVlizations",2,5,60,10,968,6.36,3432,1.88,"Action Queue, Hand Management, Set Collection, Turn Order: Progressive, Turn Order: Role Order","Family Games",7,"4"
"Detective: A Modern Crime Board Game - Season One",1,5,120,12,377,7.26,3433,2.08,"Cooperative Game, Solo , Solitaire Game, Storytelling","Thematic Games",2,"4"
"King's Breakfast",3,5,15,7,1507,6.17,3434,1.18,"Card Drafting, Set Collection","Family Games",19,"4"
"Via Magica",2,6,30,7,500,6.91,3435,1.35,"Bingo, Card Drafting, Push Your Luck, Set Collection","Family Games",2,"4"
"Shifty Eyed Spies",4,8,20,9,540,6.86,3436,1.21,"Acting, Team-Based Game","Basic",5,"4"
"B-Sieged: Sons of the Abyss",1,6,90,13,896,6.59,3437,2.8,"Cooperative Game, Dice Rolling, Grid Movement","Strategy Games, Thematic Games",6,"4"
"Snowblind: Race for the Pole",1,4,60,10,556,6.84,3438,1.95,"Dice Rolling, Player Elimination, Push Your Luck","Thematic Games",6,"4"
"Penny Arcade: The Game - Gamers vs. Evil",2,4,45,15,893,6.49,3439,2.24,"Card Drafting, Deck Bag and Pool Building, Hand Management, Variable Player Powers","Strategy Games",11,"4"
"Okey Dokey",1,5,32,6,734,6.52,3440,1.19,"Cooperative Game, Hand Management","Basic",6,"4"
"Icaion",2,5,120,14,310,7.88,3441,3.24,"Deck Bag and Pool Building, Pattern Building, Set Collection, Variable Player Powers","Basic",2,"4"
"Imperium: Empires in Conflict - Worlds in the Balance",2,2,180,12,541,6.87,3442,2.68,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Point to Point Movement, Ratio , Combat Results Table, Scenario , Mission , Campaign Game, Simulation, Variable Player Powers","Wargames",45,"4"
"Old West Empresario",2,4,60,14,354,7.27,3443,2,"Dice Rolling, Drafting, End Game Bonuses, Tile Placement, Variable Player Powers","Basic",3,"4"
"Ninety-Nine",2,4,60,8,365,7.21,3444,2.13,"Betting and Bluffing, Hand Management, Trick-taking","Abstract Games, Strategy Games",48,"4"
"Race to the New Found Land",2,4,90,10,498,6.88,3445,2.76,"Area Majority , Influence, Tile Placement, Worker Placement","Basic",4,"4"
"Lock 'n Load: Forgotten Heroes - Vietnam",2,2,60,12,351,7.41,3446,3.11,"Hexagon Grid","Wargames",19,"4"
"Dungeon Run",1,6,60,9,1501,6.24,3447,2.2,"Area Movement, Dice Rolling, Modular Board, Variable Player Powers","Thematic Games",11,"4"
"Day & Night",2,2,45,10,686,6.62,3448,2.45,"Area Majority , Influence, Hand Management, Pattern Building, Tile Placement, Variable Player Powers","Abstract Games, Strategy Games",14,"4"
"Dead Man's Doubloons",2,6,45,10,666,6.74,3449,2.58,"Action Queue, Area Majority , Influence, Area Movement, Dice Rolling, Hand Management, Push Your Luck, Simultaneous Action Selection, Take That, Variable Player Powers","Basic",4,"4"
"Carthago: Merchants & Guilds",2,4,90,12,497,6.9,3450,2.96,"Action Points, Deck Bag and Pool Building, Hand Management, Pick-up and Deliver, Set Collection, Trading, Worker Placement","Basic",5,"4"
"Smile",3,5,30,8,640,6.65,3451,1.14,"Auction,Bidding, Closed Economy Auction, Increase Value of Unchosen Resources, Push Your Luck","Basic",5,"4"
"Yinzi",2,4,180,12,298,7.58,3452,4.2,"Hand Management, Pick-up and Deliver, Worker Placement","Strategy Games",3,"4"
"Abandon Ship",3,7,30,10,1026,6.33,3453,1.23,"Area Movement, Dice Rolling","Family Games",14,"4"
"Proving Grounds",1,1,45,10,509,6.85,3454,2.15,"Dice Rolling, Solo , Solitaire Game","Basic",3,"4"
"Samarkand",2,5,40,9,763,6.48,3455,1.95,"Pick-up and Deliver, Set Collection, Square Grid, Trading","Strategy Games",42,"4"
"Jäger und Späher",2,2,60,12,509,6.86,3456,2.65,"Card Drafting, Deck Bag and Pool Building, Hand Management, Worker Placement","Strategy Games",8,"4"
"Nuclear Proliferation",2,6,30,10,760,6.55,3457,1.48,"Hand Management, Take That, Variable Player Powers","Thematic Games",30,"4"
"Road Kill Rally",3,6,90,12,950,6.4,3458,2.05,"Dice Rolling, Modular Board","Thematic Games",12,"4"
"Totaler Krieg!",2,3,360,12,333,7.43,3459,4.04,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Simulation","Wargames",23,"4"
"Porto",1,4,45,8,358,7.31,3460,1.94,"Hand Management, Tile Placement","Family Games",3,"4"
"Pangea",1,4,90,14,413,7.19,3461,3.07,"Action Points, Area Majority , Influence, Area Movement, Time Track, Variable Player Powers","Basic",3,"4"
"Fool's Gold",3,5,90,14,464,6.94,3462,2.15,"Commodity Speculation, Dice Rolling, Push Your Luck, Set Collection, Worker Placement","Basic",7,"4"
"Cardcassonne",2,5,45,8,1188,6.27,3463,1.76,"Card Drafting, Hand Management, Set Collection","Family Games",13,"4"
"Crusader Kings",3,5,180,14,600,7,3464,3.31,"Area Majority , Influence, Campaign , Battle Card Driven, Card Drafting, Deck Bag and Pool Building, Hand Management, Role Playing, Simultaneous Action Selection, Team-Based Game, Trading","Thematic Games",3,"4"
"Lunar Rails",2,6,240,10,522,6.88,3465,2.76,"Crayon Rail System, Network and Route Building, Pick-up and Deliver","Strategy Games",19,"4"
"Franchise",2,5,60,12,424,7.01,3466,2.33,"Area Majority , Influence, Income, Network and Route Building","Basic",4,"4"
"World of Warcraft: The Adventure Game",2,4,120,12,1947,6.16,3467,2.56,"Dice Rolling, Hand Management, Role Playing, Variable Player Powers","Thematic Games",14,"4"
"Gambit 7",3,21,15,7,577,6.7,3468,1.06,"Betting and Bluffing","Party Games",14,"4"
"Bughouse Chess",4,4,10,10,335,7.4,3469,2.83,"Grid Movement, Team-Based Game","Abstract Games",62,"4"
"Brew Crafters: Travel Card Game",2,4,30,13,972,6.33,3470,1.33,"Hand Management","Family Games, Thematic Games",8,"4"
"Alchemist",2,5,50,10,1357,6.21,3471,2.23,"Area Majority , Influence, Set Collection","Strategy Games",15,"4"
"Guilds of Cadwallon",2,4,30,10,782,6.5,3472,1.81,"Area Majority , Influence, Set Collection, Tile Placement","Abstract Games, Strategy Games",9,"4"
"Twin It!",2,6,10,6,477,6.92,3473,1,"Pattern Recognition, Set Collection, Take That","Party Games",5,"4"
"Hegemonic",2,6,180,13,542,6.81,3474,3.69,"Area Majority , Influence, Hand Management, Modular Board, Simultaneous Action Selection, Tile Placement","Strategy Games",9,"4"
"Commands & Colors Tricorne: The American Revolution",2,2,90,0,212,8.41,3475,2.47,"Campaign , Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Simulation","Wargames",5,"5"
"Anno Domini: Erfindungen",2,8,30,10,555,6.74,3476,1.49,"Not mentioned","Basic",23,"4"
"Gin Rummy",2,2,30,8,1210,6.28,3477,1.7,"Set Collection","Family Games",113,"4"
"Statis Pro Baseball",1,2,20,10,475,7.14,3478,2.17,"Simulation","Thematic Games",51,"4"
"Enemy Coast Ahead: The Doolittle Raid",1,2,360,13,244,8.09,3479,3.13,"Area Movement, Chit-Pull System, Dice Rolling, Simulation","Wargames",5,"5"
"A Touch of Evil: Dark Gothic",2,6,60,12,502,6.93,3480,2.14,"Deck Bag and Pool Building","Basic",8,"4"
"Armadöra",2,4,30,8,944,6.43,3481,1.97,"Area Majority , Influence, Enclosure, Secret Unit Deployment","Abstract Games, Family Games",19,"4"
"Mental Blocks",2,9,20,10,456,6.95,3482,1.5,"Cooperative Game, Elapsed Real Time Ending, Pattern Building, Real-Time, Roles with Asymmetric Information, Team-Based Game, Three Dimensional Movement, Traitor Game","Family Games, Party Games",3,"4"
"Darwin's Choice",2,6,120,10,502,7.62,3483,3.05,"Area Majority , Influence, Hand Management, Modular Board, Take That","Family Games",3,"4"
"Arcana",2,4,60,13,1850,6.12,3484,2.06,"Area Majority , Influence, Deck Bag and Pool Building, Hand Management, Secret Unit Deployment, Set Collection, Trick-taking, Variable Player Powers","Strategy Games",13,"4"
"Animal Upon Animal: Balancing Bridge",2,4,15,5,424,7.02,3485,1.12,"Stacking and Balancing","Children's Games",12,"4"
"1844: Schweiz",3,7,300,12,193,8.39,3486,4.32,"Auction,Bidding, Network and Route Building, Stock Holding, Tile Placement","Strategy Games",19,"5"
"Next War: Korea",2,2,480,12,258,8.16,3487,4.23,"Hexagon Grid","Wargames",10,"5"
"SUPERHOT: The Card Game",1,3,40,12,944,6.42,3488,2.28,"Action Queue, Cooperative Game, Deck Bag and Pool Building, Hand Management","Strategy Games",5,"4"
"The Ares Project",2,4,60,13,656,6.61,3489,3.29,"Dice Rolling, Hand Management, King of the Hill, Rock-Paper-Scissors, Secret Unit Deployment, Variable Player Powers","Strategy Games",11,"4"
"King of the Elves",2,6,60,10,1283,6.21,3490,2.02,"Card Drafting, Hand Management, Point to Point Movement","Family Games",23,"4"
